epoch,lr,train_loss,valid_e_rmse,valid_f_rmse,elapsed_s
0,0.001,0.010635378281315345,nan,nan,50.396336793899536
1,0.001,0.004293051732813673,nan,nan,114.617604970932
2,0.001,0.003090389327563477,nan,nan,178.2988841533661
3,0.001,0.0025951476435415355,nan,nan,239.6328387260437
4,0.001,0.0022262560290346833,nan,nan,317.71186566352844
5,0.001,0.0019326465803700588,nan,nan,410.81865549087524
6,0.001,0.002359005839442434,nan,nan,450.6814193725586
7,0.001,0.0022495949545407227,nan,nan,490.77538228034973
8,0.001,0.0019436576584192372,nan,nan,534.2176551818848
9,0.001,0.0017216203700639702,6.311134555545686,71.07035519391543,575.4475383758545
10,0.001,0.001569662139973182,nan,nan,619.1573495864868
11,0.000995263157894737,0.006958636307297003,nan,nan,660.3991639614105
12,0.0009905263157894736,0.003566013066829281,nan,nan,699.6450872421265
13,0.0009857894736842105,0.0025645252809141407,nan,nan,739.7089159488678
14,0.0009810526315789474,0.0022092658123272872,nan,nan,781.6813747882843
15,0.0009763157894736842,0.0020063660927439175,nan,nan,819.7335894107819
16,0.0009715789473684211,0.0017844514346836366,nan,nan,858.2736275196075
17,0.0009668421052631579,0.001723042474962877,nan,nan,897.484580039978
18,0.0009621052631578948,0.00155878194998016,nan,nan,936.7958583831787
19,0.0009573684210526316,0.0014970164581977767,4.696053526459637,69.12429308596894,976.5224032402039
20,0.0009526315789473685,0.0014697404918890295,nan,nan,1018.4284429550171
21,0.0009478947368421053,0.0017511829047102505,nan,nan,1057.6766862869263
22,0.0009431578947368421,0.001383446917990376,nan,nan,1097.5292162895203
23,0.0009384210526315789,0.001264443856486204,nan,nan,1139.0510020256042
24,0.0009336842105263158,0.0011839972113010819,nan,nan,1184.6946799755096
25,0.0009289473684210526,0.001154501436061666,nan,nan,1225.4359323978424
26,0.0009242105263157895,0.0011168698633798686,nan,nan,1264.929188966751
27,0.0009194736842105263,0.0013712774236820514,nan,nan,1305.7978687286377
28,0.0009147368421052632,0.001774356033068163,nan,nan,1345.640527009964
29,0.00091,0.0013824591876037962,4.379904945428938,69.59957167783944,1385.190381526947
30,0.0009052631578947369,0.001151955821888301,nan,nan,1426.721046924591
31,0.0009005263157894737,0.0010514002365752705,nan,nan,1466.8737761974335
32,0.0008957894736842106,0.0010284848909323566,nan,nan,1506.16455411911
33,0.0008910526315789474,0.0010151772024543071,nan,nan,1545.6115260124207
34,0.0008863157894736843,0.0009648485165374801,nan,nan,1585.5006415843964
35,0.0008815789473684211,0.0009065672689409488,nan,nan,1626.1056070327759
36,0.0008768421052631579,0.0008843746381461001,nan,nan,1664.1095564365387
37,0.0008721052631578948,0.0013436560113126857,nan,nan,1703.2874207496643
38,0.0008673684210526317,0.0010191794683652169,nan,nan,1742.6860420703888
39,0.0008626315789473684,0.000925914967891663,4.807263217518937,67.21328876192753,1783.4962844848633
40,0.0008578947368421052,0.0008848932457462279,nan,nan,1827.1810839176178
41,0.0008531578947368421,0.0008736221922797276,nan,nan,1868.5253765583038
42,0.000848421052631579,0.000949470613551535,nan,nan,1909.3702609539032
