time[ps] pe[eV] temp[K] press[bar]
5.9000000000000003553 -34918.6796875 302.16137593957154195 2593.4564923858370094
6 -34918.21875 298.62385358213521158 2916.3930048945076123
6.1000000000000005329 -34913.15234375 301.42564214364870168 3528.6958138827080802
6.2000000000000001776 -34915.40625 295.75112874899764392 2401.2296364591020392
6.2999999999999998224 -34918.9453125 301.18561459927997248 3352.5824801057447075
6.4000000000000003553 -34920.8359375 293.42689309657288277 2811.90356177235617
6.5 -34921.14453125 303.56274250122754665 2385.4983073912494547
6.6000000000000005329 -34920.6640625 297.06111185509735151 3391.9428284814357539
6.7000000000000001776 -34921.4765625 296.52837366023970844 2755.521107011136337
6.7999999999999998224 -34921.96484375 300.68733728531196903 3628.8397085726887781
6.9000000000000003553 -34920.6875 303.65651975175615007 3718.2069543173397506
7 -34926.5 300.08863680747487024 2793.8514195477541762
7.1000000000000005329 -34922.203125 304.13142984390458423 2573.3085172701880765
7.2000000000000001776 -34918.9375 298.76333778919939732 3678.0428049620745696
7.2999999999999998224 -34926.0625 296.98091414200746385 3733.9068106849017568
7.4000000000000003553 -34923.90625 299.76955130025993412 3482.5685649747506432
7.5 -34922.12890625 299.04471165546772227 3850.6647824447709354
7.6000000000000005329 -34917.8515625 301.70320118119110475 2881.7534400072704557
7.7000000000000001776 -34928.046875 301.3762390442400374 2976.3817960061296617
7.7999999999999998224 -34923.74609375 298.59108535210134505 3409.0929201446319894
7.9000000000000003553 -34922.71875 299.124561397742184 2838.0740740482397086
8 -34928.328125 298.18378145495734088 2720.7357749057105138
8.0999999999999996447 -34926.01171875 305.6997968956906675 4076.2708352549602751
8.1999999999999992895 -34929.734375 297.94921275494459678 2808.3282880246438253
8.3000000000000007105 -34928.34375 299.77360818936756459 3051.8150457656979597
8.4000000000000003553 -34930.4765625 307.5376662541232804 3054.914984532190374
8.5 -34924.36328125 300.41212427929121986 3170.6168337449521459
8.5999999999999996447 -34932.7421875 301.81859643911451485 2272.7346014764730171
8.7000000000000010658 -34929.91015625 297.72884027078885083 4049.3138964751437925
8.8000000000000007105 -34927.89453125 303.20873719309776106 2274.6125480231116853
8.9000000000000003553 -34928.8984375 296.63760221335161305 1763.7538647545484309
9 -34930.484375 308.81327812148111889 2766.7781504403578765
9.0999999999999996447 -34925.26171875 300.0249115938642035 1772.6074968308892039
9.2000000000000010658 -34929.0390625 295.53319894915568966 2560.544143246103431
9.3000000000000007105 -34926.0546875 299.50847991829323291 2962.5306690162547056
9.4000000000000003553 -34929.63671875 298.6557517389164218 2970.7408642954810603
9.5 -34930.03125 296.55784355802325081 1993.8237933885266102
9.5999999999999996447 -34925.12890625 301.0768328261718807 1799.3126333079278538
9.7000000000000010658 -34926.9140625 296.84610354668831178 2728.1540685164741262
9.8000000000000007105 -34930.015625 297.99081868486172198 2803.230414711963931
9.9000000000000003553 -34930.80859375 304.38855114506662858 3356.3372064059972217
10 -34930.48046875 302.11347363910800823 2987.0330565021636176
10.099999999999999645 -34928.4453125 298.70862097338590502 1962.9816998012638578
10.200000000000001066 -34928.7265625 301.17877275489087197 2365.3866202687795521
10.300000000000000711 -34928.62890625 297.2960735318101797 2786.1510785566547383
10.400000000000000355 -34930.1796875 302.16194062845488588 3028.8267528571700495
10.5 -34928.01953125 297.18514684621868582 3098.6064547935616247
10.599999999999999645 -34930.6796875 298.538359914325099 3405.7363350490636549
10.700000000000001066 -34929.11328125 302.63560822216362567 3015.9638645875811562
10.800000000000000711 -34929.85546875 297.5662685695827463 2677.8880558572118389
10.900000000000000355 -34930.01171875 302.07300118859444638 3863.0972569668479082
11 -34929.59765625 299.41017257189918155 2239.3958012235384558
11.099999999999999645 -34933.82421875 298.85327557281829058 1580.7508935029229633
11.200000000000001066 -34926.63671875 301.0182593160864144 3434.7423643067941157
11.300000000000000711 -34934.9296875 306.24312480404574899 2097.1675811036475352
11.400000000000000355 -34930.78125 296.54929760657120141 1913.1193146231889841
11.5 -34935.49609375 299.49110302820901097 2956.9384188683234242
11.599999999999999645 -34930.70703125 303.81513467492931113 4195.797246004382032
11.700000000000001066 -34931.109375 295.17801467697734097 2343.2360848127468671
11.800000000000000711 -34930.61328125 298.26674726771403812 3944.1751618522271201
11.900000000000000355 -34933.64453125 303.61821811822528616 3357.7694450552244234
12 -34935.10546875 297.49245372329784232 2227.4274958774517472
12.099999999999999645 -34932.87109375 304.23742674128720864 2277.0822054522795952
12.200000000000001066 -34930.66796875 296.79871181762382548 1971.1067091825680109
12.300000000000000711 -34937.3984375 299.21455718667579049 1894.7559848541018255
12.400000000000000355 -34928.0625 298.75607584710712672 3184.4984982994428719
12.5 -34932.41796875 297.97243853539157499 2494.6095320706826897
12.599999999999999645 -34927.8046875 301.20645103654214836 2750.5850047690751126
12.700000000000001066 -34931.6796875 300.74938471179916633 3695.088275887378586
12.800000000000000711 -34935.76171875 304.72295748287848483 3311.2211025527763013
12.900000000000000355 -34928.9453125 304.57675312700979475 3562.3187847619428794
13 -34928.46875 293.46520542401384546 3937.976178668909597
13.099999999999999645 -34935.61328125 303.00156375086430671 3250.2464793188228214
13.200000000000001066 -34930.25 302.37048124750913303 2957.1559920188478827
13.300000000000000711 -34934.61328125 300.02952420690417057 3158.347879999831548
13.400000000000000355 -34931.78515625 304.25760824823748862 3746.0846668568196947
13.5 -34927.18359375 296.95304359985397014 2805.8108507551733055
13.599999999999999645 -34937.46484375 297.56037288708688493 2929.4241577991192571
13.700000000000001066 -34933.89453125 298.40392732325130964 2585.8241253626815706
13.800000000000000711 -34931.0703125 299.1492667038043578 2562.9363806146097886
13.900000000000000355 -34932.0546875 301.10170259135156812 3846.5814049457017063
14 -34936.296875 300.17925328279306996 2044.9519640855712623
14.099999999999999645 -34930.62109375 302.48136514287494947 2887.9778199455436152
14.200000000000001066 -34930.2109375 300.05417178415876833 2418.2335952848361558
14.300000000000000711 -34932.16015625 298.73549114702547058 2903.6580100020610189
14.400000000000000355 -34934.71875 303.10520094480636999 4233.290910479869126
14.5 -34934.61328125 297.67602382237629399 2139.2691862469287116
14.599999999999999645 -34931.01171875 300.28590956614328888 2259.6561118389963667
14.700000000000001066 -34931.67578125 299.50820470055970191 3715.8056389945863884
14.800000000000000711 -34929.8046875 298.82753104524346099 2518.7485931337141665
14.900000000000000355 -34931.8359375 303.07155500965950523 2064.5983934875985142
15 -34933.69921875 300.01014427617610636 2719.3931373566874754
15.099999999999999645 -34927.6328125 302.74842790219344124 1144.9160391085561059
15.200000000000001066 -34933.49609375 299.2042039693679385 2944.5329827674795524
15.300000000000000711 -34931.94921875 298.73520789428715716 3872.2077811598110202
15.400000000000000355 -34929.390625 299.11633280623868814 2791.6690950499901192
15.5 -34932.36328125 292.44955941154478296 2309.8240661261247624
15.599999999999999645 -34935.4140625 303.1120584829795348 2677.7866158569272557
15.700000000000001066 -34937.01953125 304.0077706650492928 2882.7146132125535587
15.800000000000000711 -34936.15234375 293.00532713843574584 2716.4352618369307493
15.900000000000000355 -34935.87109375 299.95254005397970332 3017.1120073150927965
16 -34932.515625 301.0350911067990296 3243.4789269698876524
16.100000000000001421 -34934.4609375 292.59287812820377894 2424.8403033040317496
16.199999999999999289 -34936.375 300.7751927495053792 2010.136337030424329
16.300000000000000711 -34933.21484375 298.60084759814793642 2539.5582223812170923
16.399999999999998579 -34934.17578125 306.83676319204511174 3398.0858754633695753
16.5 -34929.97265625 296.51886415096981864 2766.2928199321577267
16.600000000000001421 -34933.3046875 297.5978439297030036 3245.6469400699702419
16.699999999999999289 -34931.375 305.20024615330640927 3038.8435726723873813
16.800000000000000711 -34935.21484375 303.03940496193655463 2610.9181968505936311
16.899999999999998579 -34934.09375 298.08679433163064232 3337.9969577179940643
17 -34930.30859375 304.28999716212973681 3595.7100178564319322
17.100000000000001421 -34932.63671875 298.73663590548068214 3561.0818814638478216
17.199999999999999289 -34937.25 299.82515510715381879 2550.8828221107801255
17.300000000000000711 -34938.85546875 296.04890080241642636 2504.6231281997579572
17.400000000000002132 -34935.42578125 300.9569014677689438 3562.0300210360892379
17.5 -34933.73046875 302.53393752501079916 1663.3464486901461896
17.600000000000001421 -34934.7734375 303.78059307586346449 2239.3432280631536742
17.699999999999999289 -34936.2578125 298.55820268788687599 3521.5719718559876128
17.800000000000000711 -34931.609375 301.89407206737712386 4407.6912073014455018
17.900000000000002132 -34935.5 302.60807063089674784 3372.9053976049767698
18 -34935.59375 299.10482127022947907 2964.1511859218271638
18.100000000000001421 -34932.2734375 302.64134586382363068 3146.2910154542396413
18.199999999999999289 -34936.28125 302.26451245982462979 2923.4725450535070195
18.300000000000000711 -34934.77734375 296.95765016661260915 2807.4923470550347702
18.400000000000002132 -34934.5 304.35457497456559395 1707.6953667995542219
18.5 -34936.953125 297.3521603056772733 2243.9691400637420884
18.600000000000001421 -34934.3125 295.32956596094504675 3862.5645499424804257
18.699999999999999289 -34932.578125 297.56134512651306068 2930.76135995804907
18.800000000000000711 -34936.19140625 297.65094847432322922 1795.8042371654016733
18.900000000000002132 -34936.5078125 296.28123893789552312 3184.0206874103719201
19 -34934.9140625 302.72206436656483675 2991.7566802786291191
19.100000000000001421 -34932.06640625 297.53111484529955533 621.72103863336246832
19.199999999999999289 -34934.09375 307.14050606375718644 3685.3992739791638087
19.300000000000000711 -34932.69140625 296.83231873907266163 3918.2695709629097109
19.400000000000002132 -34931.70703125 301.06716504703081227 2979.6059376685766438
19.5 -34935.609375 297.55008716784135459 3167.7780230701832807
19.600000000000001421 -34934.33984375 300.47132153289282996 2590.5018071872368637
19.699999999999999289 -34932.90234375 304.64033875340436452 2569.090303007374132
19.800000000000000711 -34935.44921875 297.31911167491506376 3666.5390572655869619
19.900000000000002132 -34933.06640625 301.66644396358441327 2740.5821096098220551
20 -34934.41796875 293.13521942970055534 2804.340303973610844
20.100000000000001421 -34935.61328125 300.85396524629391024 3032.584731176155401
20.199999999999999289 -34936.90625 302.41479080882675134 2099.1693137375364131
20.300000000000000711 -34937.328125 298.98994774608661373 1785.8778150752395959
20.400000000000002132 -34932.078125 303.73956658886612558 3306.5049285550194327
20.5 -34936.765625 301.63944795566379753 2459.1452792202990167
20.600000000000001421 -34935.58984375 299.71618981706620843 1398.844607228898667
20.699999999999999289 -34932.8671875 303.81046619101880424 3098.2390785340326147
20.800000000000000711 -34937.50390625 301.46056365610706962 2132.9301237697759461
20.900000000000002132 -34936.78515625 296.67995203480444388 1349.5751602152231499
21 -34933.45703125 304.63235205192148669 2725.3189920994545901
21.100000000000001421 -34933.08984375 297.79081882017931093 2129.7195930963148385
21.199999999999999289 -34940.0703125 301.09515616332970467 2091.5927174537559949
21.300000000000000711 -34939.42578125 296.19778687359445257 2479.5384182171119392
21.400000000000002132 -34932.69921875 298.48296368649118904 2726.6271636638080054
21.5 -34934.5703125 298.33492998130003571 3652.289571989144406
21.600000000000001421 -34940.73046875 303.7711299193567811 1981.2050397586572217
21.699999999999999289 -34938.69921875 301.85598397200493537 1689.6929382464470564
21.800000000000000711 -34930.5625 297.46482639167368234 2690.7397987632243712
21.900000000000002132 -34933.31640625 301.29098106130925316 1724.8506916598500993
22 -34937.58984375 295.01305198103563043 1507.8099359638949863
22.100000000000001421 -34934.20703125 296.43995594433749829 1817.5417600958301136
22.199999999999999289 -34932.921875 301.73353120645271019 2021.3821695171172905
22.300000000000000711 -34937.328125 298.40342840896954613 2469.9329698611841195
22.400000000000002132 -34934.20703125 303.2464470808725423 1318.6782556937362187
22.5 -34934.77734375 298.67168452032279902 2484.4204454372938926
22.600000000000001421 -34934.93359375 298.16011753067374457 3160.4699139484960142
22.699999999999999289 -34931.5625 303.08109238282304432 1407.7014504091291656
22.800000000000000711 -34935.0546875 299.23798990267175668 987.34557483385401611
22.900000000000002132 -34934.57421875 302.81592092830049978 2476.9818496593516102
23 -34937.5234375 294.76914059318613681 1965.5188350261480537
23.100000000000001421 -34937.140625 301.0985512952654517 1685.3070307778216375
23.199999999999999289 -34934.4765625 297.80801733694858058 2732.3907834401502441
23.300000000000000711 -34940.66796875 294.36478736505699771 1800.1918636814177717
23.400000000000002132 -34937.75 299.4099573842920563 1603.790539436896097
23.5 -34936.796875 304.03378567461413695 1300.2981885656449776
23.600000000000001421 -34933.34765625 295.56182779073077427 1349.0913449888539617
23.699999999999999289 -34936.15234375 300.74180620912261475 2847.5803134096095164
23.800000000000000711 -34936.4140625 302.94417669966480844 2749.8585568275630067
23.900000000000002132 -34939.07421875 296.61288388902386259 2359.1951304625245029
24 -34937.18359375 304.26478292385581881 1406.5964787747404898
24.100000000000001421 -34937.7890625 299.91785790901639075 2156.9297803878944251
24.199999999999999289 -34936.40625 298.22062874776139552 2582.10149224879342
24.300000000000000711 -34935.60546875 300.5014398500096604 1985.2135083083501286
24.400000000000002132 -34933.17578125 302.38357099712931131 2562.245204652926077
24.5 -34936.11328125 299.74237332085976959 2764.8031467797291043
24.600000000000001421 -34941.3828125 302.11577157328343901 1320.7874963963720347
24.699999999999999289 -34934.15625 303.53519290757890303 2200.5941544715856253
24.800000000000000711 -34936.56640625 301.00091726889991151 3002.23188747432323
24.900000000000002132 -34936.62109375 299.73303025949246603 1432.6826149413827807
25 -34935.796875 310.15682664553901304 2965.3155989918382147
25.100000000000001421 -34933.43359375 296.98248081869752468 3359.8200684998932957
25.199999999999999289 -34938.171875 302.63075239583764642 3702.2361915362671425
25.300000000000000711 -34934.2109375 301.56426973289615034 3298.6018402159002108
25.400000000000002132 -34933.3203125 297.59870990172152005 1690.8465873270924931
25.5 -34932.3203125 291.16658862065730773 1115.16832068359804
25.600000000000001421 -34933.40234375 303.64355141827741136 2050.982451889487038
25.699999999999999289 -34934 301.82003136765990803 2855.7705775923050169
25.800000000000000711 -34937.07421875 296.75774538309366335 1878.4105055133097721
25.900000000000002132 -34939.15234375 302.48774097729585719 2044.0303991945186226
26 -34934.5859375 301.86440392355859785 1893.5459268130457531
26.100000000000001421 -34939.453125 301.4926094267536314 1877.0130399496265454
26.199999999999999289 -34935.8203125 301.51808296376788121 3088.120063114628465
26.300000000000000711 -34939.0625 298.81481018080313561 3195.2553507623324549
26.400000000000002132 -34936.078125 298.82431772572596174 1831.5176293803749559
26.5 -34933.93359375 300.42015524199882748 1870.5658717734904712
26.600000000000001421 -34936.53515625 302.75958034744752467 936.07774089159818232
26.699999999999999289 -34941.78125 297.05956705286365604 3071.8268113078866008
26.800000000000000711 -34935.8515625 298.32235866538786695 3009.0463415839726622
26.900000000000002132 -34936 299.68545817956311339 1755.863273351359112
27 -34933.91796875 301.34957737954306367 2472.8324237785805053
27.100000000000001421 -34940.77734375 298.78908923515092511 2521.2867403716572881
27.199999999999999289 -34939.19921875 301.87931935029712349 2046.7748275983340136
27.300000000000000711 -34937.12109375 302.56223458864718623 2821.1207160261442368
27.400000000000002132 -34936.55078125 298.02747665928092147 1788.1341209642428112
27.5 -34939.4921875 294.44063372092580266 3063.2450453153969647
27.600000000000001421 -34936.78515625 302.09872524760669421 3850.6979946436595128
27.699999999999999289 -34937.58984375 297.08721906337234486 2152.8539940885571013
27.800000000000000711 -34936.0703125 297.12160698056135288 2741.4445211112806646
27.900000000000002132 -34939.89453125 305.1754497248960547 3771.209542400592909
28 -34940.0859375 294.47324989104265569 2629.9493066429481587
28.100000000000001421 -34938.8046875 298.80660498847254303 3239.0368307191442909
28.199999999999999289 -34936.95703125 301.84696196246284217 2628.7933805732295696
28.300000000000000711 -34938.01171875 302.67123414424008843 2109.5218505241227831
28.400000000000002132 -34938.74609375 297.41636259720291946 2991.546256077092039
28.5 -34936.3828125 301.15532447903359525 2554.153245728206457
28.600000000000001421 -34937.60546875 301.408526261148495 2821.0198416079201706
28.699999999999999289 -34940.24609375 304.02029527215859162 3113.5207413370121685
28.800000000000000711 -34939.2578125 294.45629225366081982 2386.3951179103428331
28.900000000000002132 -34934.53125 300.10090292535068102 2412.8999377215050117
29 -34938.90234375 300.97859066936871386 3280.2795808181072061
29.100000000000001421 -34936.2578125 302.54005908150833193 2365.3556527865071075
29.199999999999999289 -34933.89453125 299.33289123467756099 1681.9282880965347431
29.300000000000000711 -34937.7734375 298.64870037576213235 3035.6234902311248334
29.400000000000002132 -34940.75 294.65909370729707462 2627.0204400418515434
29.5 -34938.1640625 299.246870853554924 2675.7001498966715189
29.600000000000001421 -34939.0078125 301.7702844863645737 2496.2537562423572126
29.699999999999999289 -34942.375 294.39892206362458182 2906.4014209672232028
29.800000000000000711 -34937.4765625 297.43391647271334932 3307.3211558561511083
29.900000000000002132 -34939.203125 302.7175053429741638 2533.9934137343052498
30 -34940.01171875 298.96113581463220044 1650.1059514332273466
30.100000000000001421 -34938.71484375 295.25319452983018209 3261.2894043664809942
30.199999999999999289 -34936.73046875 302.33050982147750574 3993.3076087708714113
30.300000000000000711 -34939.8359375 298.14160698131843219 1817.9376850037526765
30.400000000000002132 -34941.98046875 295.44332945260856604 2565.3939661675831303
30.5 -34938.83984375 303.59049835455209632 2433.5609586037048757
30.600000000000001421 -34942.16015625 299.52116138557926206 2493.6686748343686304
30.699999999999999289 -34939.81640625 301.85765541879447937 2756.5530407761598326
30.800000000000000711 -34933.84765625 298.46538244962255249 2396.1890478614254789
30.900000000000002132 -34937.5546875 301.36851914209188408 3061.6158294631645731
31 -34941.19140625 301.55756650585101397 3992.2265153917446696
31.100000000000001421 -34941.09375 299.83189840753192357 2801.0834138333702867
31.199999999999999289 -34934.62890625 303.74911182540057553 2620.7651419357835039
31.300000000000000711 -34937.0078125 301.01377694199766211 1840.1386276340583663
31.400000000000002132 -34936.01171875 296.56062342000996068 1639.3962267145359419
31.5 -34934.8125 307.67789740693672229 2181.5800311682137362
31.600000000000001421 -34935.98828125 299.29746875106030757 2277.7065589228386671
31.699999999999999289 -34941.22265625 299.81595613579082737 2094.1246117600294383
31.800000000000000711 -34937.33984375 305.00678316118955991 2682.1660876273613212
31.900000000000002132 -34937.93359375 298.56239438891924465 1521.0412381151948011
32 -34938.2421875 298.59177585459701731 2607.6383382799999708
32.100000000000001421 -34938.71484375 297.28609752113879949 1623.1309363174893861
32.200000000000002842 -34940.12890625 293.66857201974812597 2405.5271794457853503
32.299999999999997158 -34938.55859375 300.18697794103661636 2883.750028984133678
32.399999999999998579 -34939.68359375 302.69228338339053153 850.65908726275199569
32.5 -34933.38671875 301.30129294917475136 2463.5440089294543213
32.600000000000001421 -34936.3828125 294.25453833673111603 2616.039253635730347
32.700000000000002842 -34938.12890625 300.91727598033622826 1815.3463901982304378
32.799999999999997158 -34937.21875 303.21413733162933113 1427.6365820859111864
32.899999999999998579 -34938.21484375 296.2734983742230952 2312.8175167640674772
33 -34936.29296875 295.27402043292084954 2400.6797537816314616
33.100000000000001421 -34933.37109375 302.97014737228613512 3122.101706343902606
33.200000000000002842 -34938.96875 301.03009164027946554 2027.5175617935558421
33.299999999999997158 -34940.1484375 303.17013536143502961 2153.9253953897359679
33.399999999999998579 -34934.390625 304.84120928138361251 2604.5547344351170977
33.5 -34934.609375 295.63760368983679427 1985.6968025507485436
33.600000000000001421 -34938.8046875 303.73097598619011706 2711.0972256668642331
33.700000000000002842 -34938.62109375 302.55385023337652228 2405.8105438852849147
33.799999999999997158 -34942.22265625 300.46391976193433493 1101.7911442560782689
33.899999999999998579 -34937.453125 305.90048419787592593 1803.0279548071880527
34 -34937.25390625 303.40038149845861426 2864.8058692888598671
34.100000000000001421 -34938.90234375 296.97706823676503518 2279.6430666947485406
34.200000000000002842 -34938.70703125 299.549426453626495 2712.2234174008290211
34.300000000000004263 -34937.109375 307.59677521377528819 2762.0925971037122508
34.399999999999998579 -34937.43359375 297.49967711243402846 2080.8565829546096211
34.5 -34943.9296875 304.5204031263429556 3352.431988561333128
34.600000000000001421 -34936.43359375 299.63969436979698457 3350.2224015366973617
34.700000000000002842 -34940.70703125 302.42491682186312119 2610.3827906404899295
34.800000000000004263 -34939.33984375 298.36074020032503995 3021.5325198406985692
34.899999999999998579 -34937.17578125 301.28130981582046388 1979.5324341319605992
35 -34940.25 295.26083445848394149 2744.3274248815564533
35.100000000000001421 -34937.19921875 300.39085646546982389 3113.105703111924413
35.200000000000002842 -34943.01953125 304.02169612007924115 1852.0627187960783431
35.300000000000004263 -34942.375 297.34267922392945138 3010.1915478212381458
35.399999999999998579 -34939.55078125 302.10615412893963594 2137.2392068786948585
35.5 -34941.828125 296.40499904095383954 1693.4692467429154021
35.600000000000001421 -34944.21484375 299.9165059736496346 2835.1437817174114571
35.700000000000002842 -34938.1171875 298.60399870130822819 2944.6702620191554161
35.800000000000004263 -34932.953125 301.50723098218026053 1438.7989741937808503
35.899999999999998579 -34936.93359375 299.30393744676615597 2600.8752983703348036
36 -34939.51953125 301.99548005714035526 2629.6077043921850418
36.100000000000001421 -34940.30859375 297.3510336209376419 2433.3064955044587805
36.200000000000002842 -34942.78125 300.23283570917118368 2157.7995295708619778
36.300000000000004263 -34939.91796875 302.11720027555105617 1718.7929936773973623
36.399999999999998579 -34936.8125 295.97640386260644618 2177.9738063030254125
36.5 -34939.82421875 300.1423011948227213 3055.0237404156268894
36.600000000000001421 -34936.4375 297.97697878906535607 1721.1381179602644806
36.700000000000002842 -34940.90234375 295.83803391549434991 1021.1554475187050457
36.800000000000004263 -34939.0390625 297.09715239603241344 1269.6100876251678073
36.899999999999998579 -34937.71484375 302.98543251053047243 1558.8834413826612035
37 -34940.96875 294.36065318832788762 1259.5957949575956718
37.100000000000001421 -34938.13671875 297.03471988271280679 1457.7734744481761027
37.200000000000002842 -34941.70703125 303.59018395693880166 2796.2777099471736619
37.300000000000004263 -34944.2734375 297.24234867993516218 3352.3460327271118331
37.399999999999998579 -34939.65625 300.75348340027750282 2674.2622305492109263
37.5 -34940.8671875 299.53289863081351996 2260.9563432290874516
37.600000000000001421 -34935.9375 304.29106911207236408 2657.3670690281414863
37.700000000000002842 -34936.7421875 299.608600900569229 3248.6788814090173219
37.800000000000004263 -34941.37109375 296.48446449389098234 2499.6518824801041774
37.899999999999998579 -34941.5234375 293.37575671610500194 3240.389959302873649
38 -34939.640625 300.24575489073436074 3237.9427432210268307
38.100000000000001421 -34943.4453125 305.33785632618400996 2721.2508309417908094
38.200000000000002842 -34943.6171875 299.90705955703668906 2505.4853826368539558
38.300000000000004263 -34940.31640625 299.15978667237590116 3149.1371471836669116
38.399999999999998579 -34938.32421875 300.47485397570551413 3464.3655009083463483
38.5 -34943.91015625 303.09822746102622659 2074.5926099395210258
38.600000000000001421 -34941.32421875 298.5382601824072708 2072.8357980309715458
38.700000000000002842 -34942.6640625 306.65516886427997179 2724.6791416363585085
38.800000000000004263 -34938.8203125 298.1028522077461389 2219.6620601986942347
38.899999999999998579 -34938.8671875 299.24035856273917489 2743.3302017846831404
39 -34936.1953125 300.47521065619298497 3401.4015985295004612
39.100000000000001421 -34939.52734375 299.06237603607058873 2690.9538467995225801
39.200000000000002842 -34941.17578125 302.63647678515559392 3761.1122812532062198
39.300000000000004263 -34938.48828125 301.27371290052803943 2887.704711828827385
39.399999999999998579 -34940.859375 299.01069730430725713 3078.9077751646505021
39.5 -34939.76953125 300.34979219102916659 2186.6806700536963035
39.600000000000001421 -34938.05859375 301.61207457498721851 1798.1764410632322324
39.700000000000002842 -34943.171875 298.35427515494353656 2891.7664281258203118
39.800000000000004263 -34940.0546875 302.71704384685995137 2827.4063673615555672
39.899999999999998579 -34937.5234375 298.96324440186810989 2489.3928548480671452
40 -34941.94140625 302.6854574616171476 3166.4287895845855019
40.100000000000001421 -34940.6875 296.00196028746847787 2209.9894152125580149
40.200000000000002842 -34937.3046875 300.24151788881431457 1356.6992700166240411
40.300000000000004263 -34940.1171875 298.060939533800763 2072.2051465306371938
