LAMMPS data file via write_data, version 4 Jul 2026, timestep = 400000, units = metal

6300 atoms
3 atom types

0 40.79 xlo xhi
0 40.79 ylo yhi
0 40.79 zlo zhi

Masses

1 1.007999999740698
2 12.01099999691024
3 15.99899999588435

Atoms # atomic

719 3 4.829401586305288 7.683076519668221 3.867888566829697 0 0 1
720 1 5.740682540499127 7.97393147885245 4.025452572797169 1 0 1
3743 3 8.283758124175312 0.20859324808744273 3.986457787370832 0 0 1
3740 2 7.777621426072971 1.4775887307887805 4.247033415630799 0 0 1
5238 1 3.8069727597268557 5.270334840361451 1.7718370226344624 1 0 0
5237 3 3.5771251486112985 4.303156799589521 1.9894925023304557 1 0 0
4752 1 3.783044273053859 4.159593717215506 4.09616504898693 0 0 0
2261 2 6.684890305572521 6.094033070560783 6.02575910651646 1 0 0
4751 3 3.584966620516241 4.001211293768008 4.970110788443513 0 0 0
5778 1 4.179836865646677 7.243084946150649 2.4590193744049027 0 0 0
5777 3 3.8410323761745206 6.799860385902202 1.595935013744982 0 0 0
4748 2 2.4350678799838885 4.885717916016351 5.290397143560553 0 0 0
3563 3 9.010314368409242 4.959649516839429 8.571524202065575 0 1 0
4301 3 7.2707206778693525 8.537267059251976 3.8037796283740732 0 0 1
3564 1 8.404667119168531 4.539326928173601 7.944175469061287 0 1 0
2266 1 5.533294007697988 4.233708585208658 5.752989449842608 1 0 0
2264 2 6.227512018442524 4.753141692821747 6.472182873562576 1 0 0
2265 1 5.754648541851265 4.9037756932301395 7.482128815870947 1 0 0
2267 3 7.3157667210908475 3.8338000527448104 6.636303444926467 1 0 0
2260 1 7.574232561915934 6.375930211856658 6.676897135989824 1 0 0
2262 1 5.888701824479904 6.80079911348596 6.2896690124668915 1 0 0
2268 1 6.895841122827267 2.9880802660099195 6.8129781323185865 1 0 0
4745 2 2.571001580994825 5.442523841773254 6.750814921543185 0 0 0
4744 1 3.4348420027807256 6.121012508805549 6.631436971324765 0 0 0
221 2 5.4994578043438676 1.0941802899257953 8.876965782108508 1 1 0
224 3 5.929205489288625 1.4136361003319957 7.56567276570443 1 0 0
4302 1 7.89145687499883 8.704435195327946 4.594079316303103 0 0 1
4931 3 3.7832226802749194 1.5682625998037818 5.933455323285297 0 0 1
4928 2 2.3652959376763856 1.2976686422731365 5.946340584634215 0 0 1
3738 1 9.944361305831121 1.9179499462025498 4.336580938315535 0 0 1
4298 2 7.982882400922971 7.502382872552716 3.013303860210224 0 0 1
4295 2 9.473348029285617 7.563955910911059 3.193364310678246 0 0 1
4297 1 9.841084360753568 7.179198023880278 4.177650751713993 0 0 1
