variant,dataset,repeat,num_workers,batch_size,device,stage,calls,ms_per_call,pct
pinned,qm9,0,0,8,cuda,h2d,60,2.1,4.6
pinned,qm9,0,0,8,cuda,loader,60,11.91,26.1
pinned,qm9,0,0,8,cuda,loss,60,1.4,3.1
pinned,qm9,0,0,8,cuda,optimizer,60,2.12,4.6
pinned,qm9,0,0,8,cuda,serialize,78,1.95,5.5
pinned,qm9,0,0,8,cuda,step,60,33.8,73.9
pinned,qm9,0,0,8,cuda,transforms,78,6.79,19.3
pinned,qm9,0,0,8,cuda,transforms/apply_random_augmentations,60,2.73,6.0
pinned,qm9,0,0,8,cuda,transforms/transform,312,1.16,13.2
pinned,qm9,0,0,8,cuda,unpack,60,1.1,2.4
pinned,qm9,0,0,8,cuda,backward,60,13.81,30.8
pinned,qm9,0,0,8,cuda,forward,60,9.68,21.6
pinned,qm9,0,0,8,cuda,group_and_join,78,1.52,4.4
pinned,qm9,0,0,8,cuda,h2d,60,2.08,4.6
pinned,qm9,0,0,8,cuda,loader,60,11.91,26.6
pinned,qm9,0,0,8,cuda,loss,60,1.82,4.0
pinned,qm9,0,0,8,cuda,optimizer,60,2.12,4.7
pinned,qm9,0,0,8,cuda,serialize,78,2.01,5.8
pinned,qm9,0,0,8,cuda,step,60,32.95,73.4
pinned,qm9,0,0,8,cuda,transforms,78,6.73,19.5
pinned,qm9,0,0,8,cuda,transforms/apply_random_augmentations,60,2.72,6.1
pinned,qm9,0,0,8,cuda,transforms/transform,312,1.15,13.3
pinned,qm9,0,0,8,cuda,unpack,60,1.1,2.5
pinned,carbon,0,0,8,cuda,backward,60,14.8,32.1
pinned,carbon,0,0,8,cuda,forward,60,9.4,20.4
pinned,carbon,0,0,8,cuda,group_and_join,78,1.51,4.3
pinned,carbon,0,0,8,cuda,h2d,60,2.03,4.4
pinned,carbon,0,0,8,cuda,loader,60,12.19,26.5
pinned,carbon,0,0,8,cuda,loss,60,1.75,3.8
pinned,carbon,0,0,8,cuda,optimizer,60,2.2,4.8
pinned,carbon,0,0,8,cuda,serialize,78,2.05,5.8
pinned,carbon,0,0,8,cuda,step,60,33.9,73.5
pinned,carbon,0,0,8,cuda,transforms,78,6.82,19.2
pinned,carbon,0,0,8,cuda,transforms/apply_random_augmentations,60,2.77,6.0
pinned,carbon,0,0,8,cuda,transforms/transform,312,1.16,13.0
pinned,carbon,0,0,8,cuda,unpack,60,1.28,2.8
pinned,carbon,0,0,8,cuda,backward,60,15.59,33.5
pinned,carbon,0,0,8,cuda,forward,60,9.27,19.9
pinned,carbon,0,0,8,cuda,group_and_join,78,1.52,4.2
pinned,carbon,0,0,8,cuda,h2d,60,2.04,4.4
pinned,carbon,0,0,8,cuda,loader,60,12.04,25.9
pinned,carbon,0,0,8,cuda,loss,60,1.78,3.8
pinned,carbon,0,0,8,cuda,optimizer,60,2.13,4.6
pinned,carbon,0,0,8,cuda,serialize,78,2.06,5.7
pinned,carbon,0,0,8,cuda,step,60,34.51,74.1
pinned,carbon,0,0,8,cuda,transforms,78,6.72,18.8
pinned,carbon,0,0,8,cuda,transforms/apply_random_augmentations,60,2.7,5.8
pinned,carbon,0,0,8,cuda,transforms/transform,312,1.15,12.8
pinned,carbon,0,0,8,cuda,unpack,60,1.29,2.8
pinned,carbon,0,0,8,cuda,backward,60,15.45,33.0
pinned,carbon,0,0,8,cuda,forward,60,9.53,20.4
pinned,carbon,0,0,8,cuda,group_and_join,78,1.99,5.5
pinned,carbon,0,0,8,cuda,h2d,60,2.04,4.4
pinned,carbon,0,0,8,cuda,loader,60,12.97,27.7
pinned,carbon,0,0,8,cuda,loss,60,1.37,2.9
pinned,carbon,0,0,8,cuda,optimizer,60,1.67,3.6
pinned,carbon,0,0,8,cuda,serialize,78,2.09,5.8
pinned,carbon,0,0,8,cuda,step,60,33.82,72.3
pinned,carbon,0,0,8,cuda,transforms,78,6.96,19.3
pinned,carbon,0,0,8,cuda,transforms/apply_random_augmentations,60,2.76,5.9
pinned,carbon,0,0,8,cuda,transforms/transform,312,1.19,13.3
pinned,carbon,0,0,8,cuda,unpack,60,1.29,2.8
pinned,si216,0,0,8,cuda,backward,36,41.1,36.3
pinned,si216,0,0,8,cuda,forward,36,21.99,19.4
pinned,si216,0,0,8,cuda,group_and_join,48,2.13,2.5
pinned,si216,0,0,8,cuda,h2d,36,2.25,2.0
pinned,si216,0,0,8,cuda,loader,36,31.62,27.9
pinned,si216,0,0,8,cuda,loss,36,2.26,2.0
pinned,si216,0,0,8,cuda,optimizer,36,2.33,2.1
pinned,si216,0,0,8,cuda,serialize,48,12.8,15.1
pinned,si216,0,0,8,cuda,step,36,81.59,72.1
pinned,si216,0,0,8,cuda,transforms,48,12.09,14.2
pinned,si216,0,0,8,cuda,transforms/apply_random_augmentations,36,2.88,2.5
pinned,si216,0,0,8,cuda,transforms/transform,192,2.47,11.6
pinned,si216,0,0,8,cuda,unpack,36,9.29,8.2
pinned,si216,0,0,8,cuda,backward,36,40.16,35.6
pinned,si216,0,0,8,cuda,forward,36,21.9,19.4
pinned,si216,0,0,8,cuda,group_and_join,48,2.11,2.5
pinned,si216,0,0,8,cuda,h2d,36,2.24,2.0
pinned,si216,0,0,8,cuda,loader,36,31.81,28.2
pinned,si216,0,0,8,cuda,loss,36,2.29,2.0
pinned,si216,0,0,8,cuda,optimizer,36,3.25,2.9
pinned,si216,0,0,8,cuda,serialize,48,12.64,14.9
pinned,si216,0,0,8,cuda,step,36,81.05,71.8
pinned,si216,0,0,8,cuda,transforms,48,11.78,13.9
pinned,si216,0,0,8,cuda,transforms/apply_random_augmentations,36,2.74,2.4
pinned,si216,0,0,8,cuda,transforms/transform,192,2.42,11.4
pinned,si216,0,0,8,cuda,unpack,36,8.9,7.9
pinned,si216,0,0,8,cuda,backward,36,41.38,36.4
pinned,si216,0,0,8,cuda,forward,36,22.33,19.7
pinned,si216,0,0,8,cuda,group_and_join,48,2.14,2.5
pinned,si216,0,0,8,cuda,h2d,36,2.21,1.9
pinned,si216,0,0,8,cuda,loader,36,31.22,27.5
pinned,si216,0,0,8,cuda,loss,36,1.77,1.6
pinned,si216,0,0,8,cuda,optimizer,36,2.56,2.3
pinned,si216,0,0,8,cuda,serialize,48,11.65,13.7
pinned,si216,0,0,8,cuda,step,36,82.36,72.5
pinned,si216,0,0,8,cuda,transforms,48,12.51,14.7
pinned,si216,0,0,8,cuda,transforms/apply_random_augmentations,36,2.75,2.4
pinned,si216,0,0,8,cuda,transforms/transform,192,2.6,12.2
pinned,si216,0,0,8,cuda,unpack,36,9.64,8.5
pinned,si_large,0,0,8,cuda,backward,72,175.29,45.4
pinned,si_large,0,0,8,cuda,forward,72,78.02,20.2
pinned,si_large,0,0,8,cuda,group_and_join,96,1.37,0.5
pinned,si_large,0,0,8,cuda,h2d,72,2.71,0.7
pinned,si_large,0,0,8,cuda,loader,72,86.62,22.4
pinned,si_large,0,0,8,cuda,loss,72,1.53,0.4
pinned,si_large,0,0,8,cuda,optimizer,72,2.0,0.5
pinned,si_large,0,0,8,cuda,serialize,96,44.0,15.2
pinned,si_large,0,0,8,cuda,step,72,299.37,77.6
pinned,si_large,0,0,8,cuda,transforms,96,28.64,9.9
pinned,si_large,0,0,8,cuda,transforms/apply_random_augmentations,72,2.98,0.8
pinned,si_large,0,0,8,cuda,transforms/transform,384,6.59,9.1
pinned,si_large,0,0,8,cuda,unpack,72,37.28,9.7
pinned,si_large,0,0,8,cuda,backward,72,175.56,45.6
pinned,si_large,0,0,8,cuda,forward,72,78.03,20.2
pinned,si_large,0,0,8,cuda,group_and_join,96,1.37,0.5
pinned,si_large,0,0,8,cuda,h2d,72,2.72,0.7
pinned,si_large,0,0,8,cuda,loader,72,86.18,22.4
pinned,si_large,0,0,8,cuda,loss,72,1.58,0.4
pinned,si_large,0,0,8,cuda,optimizer,72,1.96,0.5
pinned,si_large,0,0,8,cuda,serialize,96,43.61,15.1
pinned,si_large,0,0,8,cuda,step,72,299.19,77.6
pinned,si_large,0,0,8,cuda,transforms,96,28.66,9.9
pinned,si_large,0,0,8,cuda,transforms/apply_random_augmentations,72,3.07,0.8
pinned,si_large,0,0,8,cuda,transforms/transform,384,6.57,9.1
pinned,si_large,0,0,8,cuda,unpack,72,36.82,9.6
pinned,si_large,0,0,8,cuda,backward,72,175.89,45.5
pinned,si_large,0,0,8,cuda,forward,72,77.4,20.0
pinned,si_large,0,0,8,cuda,group_and_join,96,1.39,0.5
pinned,si_large,0,0,8,cuda,h2d,72,2.77,0.7
pinned,si_large,0,0,8,cuda,loader,72,87.21,22.5
pinned,si_large,0,0,8,cuda,loss,72,1.51,0.4
pinned,si_large,0,0,8,cuda,optimizer,72,1.82,0.5
pinned,si_large,0,0,8,cuda,serialize,96,44.29,15.3
pinned,si_large,0,0,8,cuda,step,72,299.7,77.5
pinned,si_large,0,0,8,cuda,transforms,96,29.03,10.0
pinned,si_large,0,0,8,cuda,transforms/apply_random_augmentations,72,3.14,0.8
pinned,si_large,0,0,8,cuda,transforms/transform,384,6.65,9.2
pinned,si_large,0,0,8,cuda,unpack,72,37.63,9.7
transport,qm9,0,0,8,cuda,backward,60,14.72,33.0
transport,qm9,0,0,8,cuda,forward,60,9.71,21.8
transport,qm9,0,0,8,cuda,group_and_join,78,1.51,4.4
transport,qm9,0,0,8,cuda,h2d,60,2.09,4.7
transport,qm9,0,0,8,cuda,loader,60,10.29,23.1
transport,qm9,0,0,8,cuda,loss,60,1.95,4.4
transport,qm9,0,0,8,cuda,optimizer,60,2.18,4.9
transport,qm9,0,0,8,cuda,serialize,78,0.41,1.2
transport,qm9,0,0,8,cuda,step,60,34.32,76.9
transport,qm9,0,0,8,cuda,transforms,78,6.81,19.8
transport,qm9,0,0,8,cuda,unpack,60,1.2,2.7
transport,qm9,0,0,8,cuda,backward,60,13.18,31.5
transport,qm9,0,0,8,cuda,forward,60,9.38,22.4
transport,qm9,0,0,8,cuda,group_and_join,78,1.5,4.6
transport,qm9,0,0,8,cuda,h2d,60,2.03,4.9
transport,qm9,0,0,8,cuda,loader,60,9.94,23.7
transport,qm9,0,0,8,cuda,loss,60,1.85,4.4
transport,qm9,0,0,8,cuda,optimizer,60,2.07,4.9
transport,qm9,0,0,8,cuda,serialize,78,0.43,1.3
transport,qm9,0,0,8,cuda,step,60,31.96,76.3
transport,qm9,0,0,8,cuda,transforms,78,6.51,20.2
transport,qm9,0,0,8,cuda,unpack,60,1.18,2.8
transport,qm9,0,0,8,cuda,backward,60,10.72,26.9
transport,qm9,0,0,8,cuda,forward,60,9.39,23.5
transport,qm9,0,0,8,cuda,group_and_join,78,1.5,4.9
transport,qm9,0,0,8,cuda,h2d,60,2.05,5.1
transport,qm9,0,0,8,cuda,loader,60,10.14,25.4
transport,qm9,0,0,8,cuda,loss,60,1.81,4.5
transport,qm9,0,0,8,cuda,optimizer,60,2.16,5.4
transport,qm9,0,0,8,cuda,serialize,78,0.41,1.3
transport,qm9,0,0,8,cuda,step,60,29.76,74.6
transport,qm9,0,0,8,cuda,transforms,78,6.61,21.5
transport,qm9,0,0,8,cuda,unpack,60,1.2,3.0
transport,carbon,0,0,8,cuda,backward,60,13.1,31.1
transport,carbon,0,0,8,cuda,forward,60,9.35,22.2
transport,carbon,0,0,8,cuda,group_and_join,78,1.88,5.8
transport,carbon,0,0,8,cuda,h2d,60,1.99,4.7
transport,carbon,0,0,8,cuda,loader,60,10.63,25.2
transport,carbon,0,0,8,cuda,loss,60,1.86,4.4
transport,carbon,0,0,8,cuda,optimizer,60,1.64,3.9
transport,carbon,0,0,8,cuda,serialize,78,0.41,1.3
transport,carbon,0,0,8,cuda,step,60,31.55,74.8
transport,carbon,0,0,8,cuda,transforms,78,6.61,20.4
transport,carbon,0,0,8,cuda,unpack,60,1.22,2.9
transport,carbon,0,0,8,cuda,backward,60,10.4,26.8
transport,carbon,0,0,8,cuda,forward,60,9.23,23.7
transport,carbon,0,0,8,cuda,group_and_join,78,1.84,6.2
transport,carbon,0,0,8,cuda,h2d,60,1.98,5.1
transport,carbon,0,0,8,cuda,loader,60,10.7,27.5
transport,carbon,0,0,8,cuda,loss,60,1.37,3.5
transport,carbon,0,0,8,cuda,optimizer,60,1.61,4.1
transport,carbon,0,0,8,cuda,serialize,78,0.42,1.4
transport,carbon,0,0,8,cuda,step,60,28.17,72.5
transport,carbon,0,0,8,cuda,transforms,78,6.69,22.4
transport,carbon,0,0,8,cuda,unpack,60,1.24,3.2
transport,carbon,0,0,8,cuda,backward,60,9.78,24.9
transport,carbon,0,0,8,cuda,forward,60,9.63,24.5
transport,carbon,0,0,8,cuda,group_and_join,78,1.56,5.1
transport,carbon,0,0,8,cuda,h2d,60,2.01,5.1
transport,carbon,0,0,8,cuda,loader,60,10.1,25.7
transport,carbon,0,0,8,cuda,loss,60,1.89,4.8
transport,carbon,0,0,8,cuda,optimizer,60,2.18,5.6
transport,carbon,0,0,8,cuda,serialize,78,0.41,1.4
transport,carbon,0,0,8,cuda,step,60,29.19,74.3
transport,carbon,0,0,8,cuda,transforms,78,6.54,21.6
transport,carbon,0,0,8,cuda,unpack,60,1.23,3.1
transport,si216,0,0,8,cuda,backward,36,41.15,44.0
transport,si216,0,0,8,cuda,forward,36,22.24,23.8
transport,si216,0,0,8,cuda,group_and_join,48,2.13,3.0
transport,si216,0,0,8,cuda,h2d,36,2.16,2.3
transport,si216,0,0,8,cuda,loader,36,18.48,19.7
transport,si216,0,0,8,cuda,loss,36,1.55,1.7
transport,si216,0,0,8,cuda,optimizer,36,3.41,3.6
transport,si216,0,0,8,cuda,serialize,48,1.15,1.6
transport,si216,0,0,8,cuda,step,36,75.13,80.3
transport,si216,0,0,8,cuda,transforms,48,12.07,17.2
transport,si216,0,0,8,cuda,unpack,36,2.23,2.4
transport,si216,0,0,8,cuda,backward,36,40.75,43.8
transport,si216,0,0,8,cuda,forward,36,22.71,24.4
transport,si216,0,0,8,cuda,group_and_join,48,2.18,3.1
transport,si216,0,0,8,cuda,h2d,36,2.16,2.3
transport,si216,0,0,8,cuda,loader,36,17.67,19.0
transport,si216,0,0,8,cuda,loss,36,2.31,2.5
transport,si216,0,0,8,cuda,optimizer,36,2.76,3.0
transport,si216,0,0,8,cuda,serialize,48,0.59,0.8
transport,si216,0,0,8,cuda,step,36,75.4,81.0
transport,si216,0,0,8,cuda,transforms,48,11.84,17.0
transport,si216,0,0,8,cuda,unpack,36,2.23,2.4
transport,si216,0,0,8,cuda,backward,36,40.36,43.4
transport,si216,0,0,8,cuda,forward,36,22.75,24.5
transport,si216,0,0,8,cuda,group_and_join,48,2.1,3.0
transport,si216,0,0,8,cuda,h2d,36,2.16,2.3
transport,si216,0,0,8,cuda,loader,36,17.57,18.9
transport,si216,0,0,8,cuda,loss,36,2.41,2.6
transport,si216,0,0,8,cuda,optimizer,36,3.0,3.2
transport,si216,0,0,8,cuda,serialize,48,0.58,0.8
transport,si216,0,0,8,cuda,step,36,75.34,81.1
transport,si216,0,0,8,cuda,transforms,48,11.88,17.0
transport,si216,0,0,8,cuda,unpack,36,2.19,2.4
transport,si_large,0,0,8,cuda,backward,72,175.39,57.2
transport,si_large,0,0,8,cuda,forward,72,77.79,25.4
transport,si_large,0,0,8,cuda,group_and_join,96,1.35,0.6
transport,si_large,0,0,8,cuda,h2d,72,2.66,0.9
transport,si_large,0,0,8,cuda,loader,72,38.84,12.7
transport,si_large,0,0,8,cuda,loss,72,1.44,0.5
transport,si_large,0,0,8,cuda,optimizer,72,1.69,0.6
transport,si_large,0,0,8,cuda,serialize,96,1.73,0.8
transport,si_large,0,0,8,cuda,step,72,267.75,87.3
transport,si_large,0,0,8,cuda,transforms,96,29.55,12.9
transport,si_large,0,0,8,cuda,unpack,72,6.28,2.0
transport,si_large,0,0,8,cuda,backward,72,175.7,57.2
transport,si_large,0,0,8,cuda,forward,72,77.99,25.4
transport,si_large,0,0,8,cuda,group_and_join,96,1.38,0.6
transport,si_large,0,0,8,cuda,h2d,72,2.7,0.9
transport,si_large,0,0,8,cuda,loader,72,38.63,12.6
transport,si_large,0,0,8,cuda,loss,72,1.46,0.5
transport,si_large,0,0,8,cuda,optimizer,72,1.75,0.6
transport,si_large,0,0,8,cuda,serialize,96,2.21,1.0
transport,si_large,0,0,8,cuda,step,72,268.57,87.4
transport,si_large,0,0,8,cuda,transforms,96,29.01,12.6
transport,si_large,0,0,8,cuda,unpack,72,6.31,2.1
transport,si_large,0,0,8,cuda,backward,72,175.49,57.3
transport,si_large,0,0,8,cuda,forward,72,77.12,25.2
transport,si_large,0,0,8,cuda,group_and_join,96,1.38,0.6
transport,si_large,0,0,8,cuda,h2d,72,2.71,0.9
transport,si_large,0,0,8,cuda,loader,72,38.58,12.6
transport,si_large,0,0,8,cuda,loss,72,1.43,0.5
transport,si_large,0,0,8,cuda,optimizer,72,1.77,0.6
transport,si_large,0,0,8,cuda,serialize,96,1.92,0.8
transport,si_large,0,0,8,cuda,step,72,267.75,87.4
transport,si_large,0,0,8,cuda,transforms,96,29.1,12.7
transport,si_large,0,0,8,cuda,unpack,72,6.39,2.1
everything,qm9,0,0,8,cuda,backward,60,14.46,32.8
everything,qm9,0,0,8,cuda,forward,60,9.41,21.3
everything,qm9,0,0,8,cuda,group_and_join,78,1.51,4.4
everything,qm9,0,0,8,cuda,h2d,60,2.06,4.7
everything,qm9,0,0,8,cuda,loader,60,10.57,24.0
everything,qm9,0,0,8,cuda,loss,60,1.85,4.2
everything,qm9,0,0,8,cuda,optimizer,60,2.13,4.8
everything,qm9,0,0,8,cuda,serialize,78,0.45,1.3
everything,qm9,0,0,8,cuda,step,60,33.52,76.0
everything,qm9,0,0,8,cuda,transforms,78,6.92,20.4
everything,qm9,0,0,8,cuda,transforms/add_neighbor_lists,78,2.55,7.5
everything,qm9,0,0,8,cuda,transforms/apply_random_augmentations,60,2.88,6.5
everything,qm9,0,0,8,cuda,transforms/densify_atomic_basis_targets,78,0.01,0.0
everything,qm9,0,0,8,cuda,transforms/divide_by_scale,78,0.62,1.8
everything,qm9,0,0,8,cuda,transforms/subtract_additive,78,1.47,4.3
everything,qm9,0,0,8,cuda,unpack,60,1.2,2.7
everything,qm9,0,0,8,cuda,backward,60,13.61,32.0
everything,qm9,0,0,8,cuda,forward,60,9.66,22.7
everything,qm9,0,0,8,cuda,group_and_join,78,1.82,5.6
everything,qm9,0,0,8,cuda,h2d,60,2.07,4.9
everything,qm9,0,0,8,cuda,loader,60,10.76,25.3
everything,qm9,0,0,8,cuda,loss,60,1.42,3.3
everything,qm9,0,0,8,cuda,optimizer,60,1.58,3.7
everything,qm9,0,0,8,cuda,serialize,78,0.42,1.3
everything,qm9,0,0,8,cuda,step,60,31.8,74.7
everything,qm9,0,0,8,cuda,transforms,78,6.78,20.7
everything,qm9,0,0,8,cuda,transforms/add_neighbor_lists,78,2.52,7.7
everything,qm9,0,0,8,cuda,transforms/apply_random_augmentations,60,2.76,6.5
everything,qm9,0,0,8,cuda,transforms/densify_atomic_basis_targets,78,0.01,0.0
everything,qm9,0,0,8,cuda,transforms/divide_by_scale,78,0.61,1.9
everything,qm9,0,0,8,cuda,transforms/subtract_additive,78,1.46,4.5
everything,qm9,0,0,8,cuda,unpack,60,1.18,2.8
everything,qm9,0,0,8,cuda,backward,60,13.14,30.6
everything,qm9,0,0,8,cuda,forward,60,9.74,22.7
everything,qm9,0,0,8,cuda,group_and_join,78,1.51,4.6
everything,qm9,0,0,8,cuda,h2d,60,2.07,4.8
everything,qm9,0,0,8,cuda,loader,60,10.27,23.9
everything,qm9,0,0,8,cuda,loss,60,1.89,4.4
everything,qm9,0,0,8,cuda,optimizer,60,2.23,5.2
everything,qm9,0,0,8,cuda,serialize,78,0.47,1.4
everything,qm9,0,0,8,cuda,step,60,32.62,76.1
everything,qm9,0,0,8,cuda,transforms,78,6.7,20.3
everything,qm9,0,0,8,cuda,transforms/add_neighbor_lists,78,2.51,7.6
everything,qm9,0,0,8,cuda,transforms/apply_random_augmentations,60,2.71,6.3
everything,qm9,0,0,8,cuda,transforms/densify_atomic_basis_targets,78,0.01,0.0
everything,qm9,0,0,8,cuda,transforms/divide_by_scale,78,0.6,1.8
everything,qm9,0,0,8,cuda,transforms/subtract_additive,78,1.44,4.4
everything,qm9,0,0,8,cuda,unpack,60,1.18,2.8
everything,carbon,0,0,8,cuda,backward,60,12.54,29.8
everything,carbon,0,0,8,cuda,forward,60,9.39,22.3
everything,carbon,0,0,8,cuda,group_and_join,78,1.53,4.7
everything,carbon,0,0,8,cuda,h2d,60,2.01,4.8
everything,carbon,0,0,8,cuda,loader,60,10.49,24.9
everything,carbon,0,0,8,cuda,loss,60,1.91,4.5
everything,carbon,0,0,8,cuda,optimizer,60,2.13,5.1
everything,carbon,0,0,8,cuda,serialize,78,0.48,1.5
everything,carbon,0,0,8,cuda,step,60,31.58,75.1
everything,carbon,0,0,8,cuda,transforms,78,6.78,21.0
everything,carbon,0,0,8,cuda,transforms/add_neighbor_lists,78,2.61,8.1
everything,carbon,0,0,8,cuda,transforms/apply_random_augmentations,60,2.73,6.5
everything,carbon,0,0,8,cuda,transforms/densify_atomic_basis_targets,78,0.01,0.0
everything,carbon,0,0,8,cuda,transforms/divide_by_scale,78,0.61,1.9
everything,carbon,0,0,8,cuda,transforms/subtract_additive,78,1.4,4.3
everything,carbon,0,0,8,cuda,unpack,60,1.22,2.9
everything,carbon,0,0,8,cuda,backward,60,12.01,29.0
everything,carbon,0,0,8,cuda,forward,60,9.46,22.9
everything,carbon,0,0,8,cuda,group_and_join,78,1.5,4.7
everything,carbon,0,0,8,cuda,h2d,60,1.98,4.8
everything,carbon,0,0,8,cuda,loader,60,10.37,25.1
everything,carbon,0,0,8,cuda,loss,60,1.94,4.7
everything,carbon,0,0,8,cuda,optimizer,60,2.11,5.1
everything,carbon,0,0,8,cuda,serialize,78,0.41,1.3
everything,carbon,0,0,8,cuda,step,60,31.03,74.9
everything,carbon,0,0,8,cuda,transforms,78,6.78,21.3
everything,carbon,0,0,8,cuda,transforms/add_neighbor_lists,78,2.6,8.2
everything,carbon,0,0,8,cuda,transforms/apply_random_augmentations,60,2.7,6.5
everything,carbon,0,0,8,cuda,transforms/densify_atomic_basis_targets,78,0.01,0.0
everything,carbon,0,0,8,cuda,transforms/divide_by_scale,78,0.61,1.9
everything,carbon,0,0,8,cuda,transforms/subtract_additive,78,1.42,4.5
everything,carbon,0,0,8,cuda,unpack,60,1.23,3.0
everything,carbon,0,0,8,cuda,backward,60,14.56,33.7
everything,carbon,0,0,8,cuda,forward,60,9.14,21.1
everything,carbon,0,0,8,cuda,group_and_join,78,1.77,5.3
everything,carbon,0,0,8,cuda,h2d,60,2.0,4.6
everything,carbon,0,0,8,cuda,loader,60,10.93,25.3
everything,carbon,0,0,8,cuda,loss,60,1.36,3.1
everything,carbon,0,0,8,cuda,optimizer,60,1.6,3.7
everything,carbon,0,0,8,cuda,serialize,78,0.41,1.2
everything,carbon,0,0,8,cuda,step,60,32.32,74.7
everything,carbon,0,0,8,cuda,transforms,78,6.91,20.8
everything,carbon,0,0,8,cuda,transforms/add_neighbor_lists,78,2.67,8.0
everything,carbon,0,0,8,cuda,transforms/apply_random_augmentations,60,2.8,6.5
everything,carbon,0,0,8,cuda,transforms/densify_atomic_basis_targets,78,0.01,0.0
everything,carbon,0,0,8,cuda,transforms/divide_by_scale,78,0.61,1.8
everything,carbon,0,0,8,cuda,transforms/subtract_additive,78,1.41,4.3
everything,carbon,0,0,8,cuda,unpack,60,1.25,2.9
everything,si216,0,0,8,cuda,backward,36,41.37,44.3
everything,si216,0,0,8,cuda,forward,36,22.03,23.6
everything,si216,0,0,8,cuda,group_and_join,48,2.15,3.1
everything,si216,0,0,8,cuda,h2d,36,2.15,2.3
everything,si216,0,0,8,cuda,loader,36,18.33,19.6
everything,si216,0,0,8,cuda,loss,36,1.58,1.7
everything,si216,0,0,8,cuda,optimizer,36,3.32,3.5
everything,si216,0,0,8,cuda,serialize,48,0.79,1.1
everything,si216,0,0,8,cuda,step,36,75.15,80.4
everything,si216,0,0,8,cuda,transforms,48,12.05,17.2
everything,si216,0,0,8,cuda,transforms/add_neighbor_lists,48,5.8,8.3
everything,si216,0,0,8,cuda,transforms/apply_random_augmentations,36,2.85,3.1
everything,si216,0,0,8,cuda,transforms/densify_atomic_basis_targets,48,0.01,0.0
everything,si216,0,0,8,cuda,transforms/divide_by_scale,48,0.62,0.9
everything,si216,0,0,8,cuda,transforms/subtract_additive,48,3.42,4.9
everything,si216,0,0,8,cuda,unpack,36,2.23,2.4
everything,si216,0,0,8,cuda,backward,36,39.98,43.4
everything,si216,0,0,8,cuda,forward,36,22.18,24.1
everything,si216,0,0,8,cuda,group_and_join,48,2.11,3.1
everything,si216,0,0,8,cuda,h2d,36,2.12,2.3
everything,si216,0,0,8,cuda,loader,36,18.1,19.6
everything,si216,0,0,8,cuda,loss,36,2.22,2.4
everything,si216,0,0,8,cuda,optimizer,36,2.98,3.2
everything,si216,0,0,8,cuda,serialize,48,0.69,1.0
everything,si216,0,0,8,cuda,step,36,74.03,80.4
everything,si216,0,0,8,cuda,transforms,48,11.93,17.3
everything,si216,0,0,8,cuda,transforms/add_neighbor_lists,48,5.81,8.4
everything,si216,0,0,8,cuda,transforms/apply_random_augmentations,36,2.81,3.0
everything,si216,0,0,8,cuda,transforms/densify_atomic_basis_targets,48,0.01,0.0
everything,si216,0,0,8,cuda,transforms/divide_by_scale,48,0.61,0.9
everything,si216,0,0,8,cuda,transforms/subtract_additive,48,3.33,4.8
everything,si216,0,0,8,cuda,unpack,36,2.19,2.4
everything,si216,0,0,8,cuda,backward,36,39.86,43.3
everything,si216,0,0,8,cuda,forward,36,22.4,24.3
everything,si216,0,0,8,cuda,group_and_join,48,2.12,3.1
everything,si216,0,0,8,cuda,h2d,36,2.14,2.3
everything,si216,0,0,8,cuda,loader,36,17.74,19.3
everything,si216,0,0,8,cuda,loss,36,2.28,2.5
everything,si216,0,0,8,cuda,optimizer,36,3.11,3.4
everything,si216,0,0,8,cuda,serialize,48,0.6,0.9
everything,si216,0,0,8,cuda,step,36,74.3,80.7
everything,si216,0,0,8,cuda,transforms,48,11.87,17.2
everything,si216,0,0,8,cuda,transforms/add_neighbor_lists,48,5.79,8.4
everything,si216,0,0,8,cuda,transforms/apply_random_augmentations,36,2.8,3.0
everything,si216,0,0,8,cuda,transforms/densify_atomic_basis_targets,48,0.01,0.0
everything,si216,0,0,8,cuda,transforms/divide_by_scale,48,0.61,0.9
everything,si216,0,0,8,cuda,transforms/subtract_additive,48,3.3,4.8
everything,si216,0,0,8,cuda,unpack,36,2.21,2.4
everything,si_large,0,0,8,cuda,backward,72,175.77,55.8
everything,si_large,0,0,8,cuda,forward,72,77.89,24.7
everything,si_large,0,0,8,cuda,group_and_join,96,1.36,0.6
everything,si_large,0,0,8,cuda,h2d,72,2.48,0.8
everything,si_large,0,0,8,cuda,loader,72,46.71,14.8
everything,si_large,0,0,8,cuda,loss,72,1.44,0.5
everything,si_large,0,0,8,cuda,optimizer,72,1.75,0.6
everything,si_large,0,0,8,cuda,serialize,96,3.54,1.5
everything,si_large,0,0,8,cuda,step,72,268.28,85.2
everything,si_large,0,0,8,cuda,transforms,96,32.35,13.7
everything,si_large,0,0,8,cuda,transforms/add_neighbor_lists,96,19.08,8.1
everything,si_large,0,0,8,cuda,transforms/apply_random_augmentations,72,2.91,0.9
everything,si_large,0,0,8,cuda,transforms/densify_atomic_basis_targets,96,0.01,0.0
everything,si_large,0,0,8,cuda,transforms/divide_by_scale,96,0.61,0.3
everything,si_large,0,0,8,cuda,transforms/subtract_additive,96,10.41,4.4
everything,si_large,0,0,8,cuda,unpack,72,6.41,2.0
